provinsi,kabupaten_kota,komoditas,unit,tanggal_awal,harga_tanggal_awal
Jawa Tengah,Kab. Banyumas,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Banyumas,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Banyumas,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Banyumas,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Banyumas,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Purbalingga,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Banjarnegara,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Kebumen,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Purworejo,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Wonosobo,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Magelang,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Magelang,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Magelang,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Magelang,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Magelang,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Magelang,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Magelang,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Magelang,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Magelang,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Magelang,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Magelang,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Magelang,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Magelang,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Magelang,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Magelang,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Magelang,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Boyolali,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Klaten,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Klaten,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Klaten,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Klaten,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Klaten,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Klaten,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Klaten,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Klaten,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Klaten,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Klaten,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Klaten,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Klaten,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Klaten,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Klaten,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Klaten,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Klaten,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Sukoharjo,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Wonogiri,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Karanganyar,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Sragen,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Sragen,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Sragen,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Sragen,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Sragen,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Sragen,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Sragen,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Sragen,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Sragen,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Sragen,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Sragen,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Sragen,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Sragen,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Sragen,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Sragen,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Sragen,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Grobogan,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Blora,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Blora,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Blora,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Blora,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Blora,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Blora,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Blora,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Blora,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Blora,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Blora,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Blora,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Blora,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Blora,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Blora,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Blora,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Blora,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Rembang,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Rembang,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Rembang,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Rembang,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Rembang,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Rembang,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Rembang,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Rembang,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Rembang,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Rembang,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Rembang,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Rembang,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Rembang,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Rembang,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Rembang,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Rembang,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Pati,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Pati,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Pati,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Pati,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Pati,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Pati,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Pati,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Pati,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Pati,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Pati,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Pati,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Pati,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Pati,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Pati,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Pati,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Pati,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Kudus,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Kudus,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Kudus,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Kudus,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Kudus,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Kudus,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Kudus,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Kudus,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Kudus,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Kudus,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Kudus,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Kudus,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Kudus,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Kudus,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Kudus,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Kudus,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Jepara,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Jepara,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Jepara,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Jepara,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Jepara,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Jepara,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Jepara,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Jepara,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Jepara,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Jepara,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Jepara,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Jepara,Cabai Merah Keriting,kg,01/02/2026,0
Jawa Tengah,Kab. Jepara,Cabai Rawit Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Jepara,Cabai Merah Besar,kg,01/02/2026,0
Jawa Tengah,Kab. Jepara,Bawang Merah,kg,01/02/2026,0
Jawa Tengah,Kab. Jepara,Bawang Putih Honan,kg,01/02/2026,0
Jawa Tengah,Kab. Demak,Beras Medium,kg,01/02/2026,0
Jawa Tengah,Kab. Demak,Beras Premium,kg,01/02/2026,0
Jawa Tengah,Kab. Demak,Gula Pasir Curah,kg,01/02/2026,0
Jawa Tengah,Kab. Demak,Minyak Goreng Sawit Kemasan Premium,lt,01/02/2026,0
Jawa Tengah,Kab. Demak,Minyak Goreng Sawit Curah,lt,01/02/2026,0
Jawa Tengah,Kab. Demak,Minyakita,lt,01/02/2026,0
Jawa Tengah,Kab. Demak,Daging Sapi Paha Belakang,kg,01/02/2026,0
Jawa Tengah,Kab. Demak,Daging Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Demak,Telur Ayam Ras,kg,01/02/2026,0
Jawa Tengah,Kab. Demak,Tepung Terigu,kg,01/02/2026,0
Jawa Tengah,Kab. Demak,Kedelai Impor,kg,01/02/2026,0
Jawa Tengah,Kab. Demak,Cabai Merah Keriting,kg,01/02/2026,0
